Id,Area(total),Trooms,Nbedrooms,Nbwashrooms,Twashrooms,roof,Roof(Area),Lawn(Area),Nfloors,API,ANB,Expected price,Grade
2724,329,6,4,4,6,NO,0,101,4,63,5,3160,D
2725,335,6,4,4,5,NO,0,83,2,68,5,3356,D
2726,320,7,6,5,6,YES,74,119,5,79,1,4150,C
2727,334,7,4,3,5,YES,89,85,3,52,1,4304,D
2728,309,7,4,4,5,YES,100,91,5,62,1,3530,D
2729,298,9,6,5,7,YES,116,115,7,59,1,3774,B
2730,291,7,5,5,6,YES,118,107,4,69,5,3817,C
2731,312,5,3,2,4,YES,73,116,2,89,4,3090,D
2732,356,5,2,2,4,NO,0,83,1,69,6,3399,D
2733,337,9,8,8,10,YES,108,83,7,72,4,4972,A
2734,295,8,5,4,5,NO,0,88,5,100,5,4239,C
2735,310,7,4,3,5,NO,0,82,5,65,2,3861,D
2736,357,9,6,5,7,NO,0,114,6,64,5,5150,B
2737,328,8,5,5,7,YES,70,120,6,89,1,3749,B
2738,309,7,4,4,6,NO,0,95,3,63,2,3264,D
2739,343,5,4,3,5,YES,116,98,3,66,5,3582,D
2740,360,9,7,6,8,NO,0,86,5,93,3,4359,A
2741,292,7,4,4,6,YES,77,75,4,42,3,3772,D
2742,317,5,2,1,2,YES,74,103,2,49,3,3333,D
2743,291,9,8,7,9,NO,0,89,6,65,6,4582,A
2744,343,6,4,4,5,YES,98,73,4,58,3,3227,D
2745,294,7,5,5,6,NO,0,70,3,60,2,3303,D
2746,345,9,7,6,8,YES,85,80,6,65,5,4286,A
2747,327,6,4,4,5,YES,114,83,3,83,3,3190,D
2748,311,6,3,2,4,NO,0,80,4,76,5,3010,D
2749,346,9,6,5,7,YES,86,98,5,41,6,4977,B
2750,345,6,3,3,5,YES,99,76,3,81,3,3722,D
2751,330,5,4,3,4,NO,0,104,2,95,5,3440,D
2752,333,5,4,4,5,NO,0,102,3,100,4,3095,D
2753,333,9,8,8,9,YES,97,90,6,76,4,4601,A
2754,353,5,4,4,6,YES,110,78,2,88,4,2844,C
2755,291,9,8,7,9,NO,0,88,6,51,3,3936,B
2756,317,6,3,3,5,YES,82,106,4,73,4,3389,D
2757,305,9,7,7,9,NO,0,93,5,90,4,4090,B
2758,296,9,6,5,6,YES,118,119,6,67,3,3737,B
2759,311,7,4,3,4,YES,93,97,5,95,5,3985,C
2760,305,9,6,5,7,YES,112,89,5,87,5,3813,B
2761,321,5,3,3,5,YES,78,81,3,98,5,3040,D
2762,307,9,6,5,7,YES,106,75,5,45,6,4301,B
2763,344,6,4,4,5,YES,84,74,2,41,3,3302,D
2764,329,7,6,6,7,YES,97,91,5,70,4,4214,C
2765,353,7,5,4,6,NO,0,78,4,46,1,3651,D
2766,326,7,5,4,6,YES,76,97,4,50,6,3588,C
2767,301,8,7,6,7,NO,0,102,4,98,1,4131,C
2768,335,5,2,1,3,NO,0,71,3,98,6,2855,D
2769,324,6,3,3,4,YES,98,81,2,74,5,3772,D
2770,339,5,4,3,4,YES,96,93,3,94,3,2853,D
2771,356,5,2,2,3,NO,0,79,3,78,6,3290,D
2772,313,5,3,2,4,YES,117,79,2,83,3,3230,D
2773,314,9,8,8,9,YES,104,114,6,95,6,4772,A
2774,292,7,5,4,5,NO,0,118,4,85,2,3298,D
2775,326,5,2,2,4,NO,0,71,2,42,1,3291,E
2776,330,6,3,3,4,NO,0,101,2,55,5,3646,D
2777,350,9,8,7,8,YES,87,82,5,78,1,4744,A
2778,328,9,7,7,9,NO,0,75,6,90,2,4047,A
2779,296,6,4,3,5,YES,72,91,3,85,3,2920,D
2780,298,5,3,3,4,YES,78,88,1,53,6,3198,D
2781,336,6,5,4,6,YES,91,120,3,57,1,3106,D
2782,345,9,8,7,9,YES,73,75,6,50,5,5051,A
2783,340,9,7,7,9,YES,106,112,7,60,6,4601,A
2784,327,9,8,8,9,NO,0,92,6,65,3,4722,A
2785,295,7,6,6,7,YES,74,80,5,50,4,3132,C
2786,339,9,8,7,9,YES,106,102,5,93,6,4213,A
2787,321,7,6,5,6,YES,79,113,3,59,2,3610,C
2788,296,9,7,7,8,YES,119,101,5,51,1,4102,B
2789,317,5,4,3,5,NO,0,112,3,45,5,3099,D
2790,297,8,6,5,7,NO,0,99,6,44,6,3917,C
2791,335,9,7,6,8,NO,0,88,6,55,4,4849,B
2792,296,5,4,3,5,YES,99,75,2,84,2,3408,D
2793,299,6,4,4,6,NO,0,111,4,80,6,3567,D
2794,328,8,7,6,8,NO,0,105,4,85,3,3979,B
2795,306,7,6,6,7,NO,0,116,5,98,5,3432,C
2796,311,5,4,4,6,NO,0,82,2,57,3,2856,D
2797,331,5,3,2,4,NO,0,91,1,79,6,2836,D
2798,349,7,6,5,7,YES,102,104,3,61,6,4095,C
2799,290,5,3,2,4,YES,76,74,3,49,4,3416,E
2800,325,8,5,5,7,YES,74,119,4,90,4,4469,C
2801,348,7,4,3,5,YES,85,119,3,59,2,4214,C
2802,315,8,7,6,7,YES,108,107,4,64,6,3943,B
2803,341,7,5,5,6,NO,0,101,4,69,4,3863,C
2804,291,6,4,3,4,YES,98,71,4,86,5,2969,D
2805,360,9,6,5,6,YES,75,105,7,68,3,4948,A
2806,292,5,4,3,5,NO,0,80,1,73,4,2774,E
2807,344,7,5,4,5,YES,114,89,5,90,2,3845,C
2808,347,5,3,3,4,YES,101,101,2,99,3,3041,D
2809,319,7,4,3,5,YES,76,109,4,44,2,3737,D
2810,295,7,6,6,7,YES,72,82,3,95,3,3827,C
2811,333,6,4,4,5,NO,0,118,4,60,2,3527,D
2812,322,9,6,6,8,NO,0,91,5,97,2,4866,B
2813,336,9,7,6,8,NO,0,85,5,54,5,5021,B
2814,314,8,6,6,7,YES,101,77,6,93,2,4221,B
2815,320,5,4,4,6,NO,0,108,2,65,4,3090,D
2816,353,7,4,4,5,YES,119,96,3,45,3,4252,C
2817,340,8,5,5,6,YES,83,81,4,75,1,4223,C
2818,349,9,6,5,6,YES,100,111,7,56,1,4826,A
2819,294,9,8,8,9,YES,99,90,5,69,1,3927,A
2820,322,9,6,6,8,NO,0,81,6,91,2,4742,B
2821,295,7,4,3,4,NO,0,88,3,90,4,3567,D
2822,345,9,6,5,6,YES,93,91,6,98,2,4813,A
2823,357,6,4,3,4,NO,0,118,4,69,6,3821,D
2824,330,6,4,4,5,YES,92,114,3,93,6,3124,C
2825,317,8,6,6,7,NO,0,71,6,89,2,4184,C
2826,357,8,6,5,7,NO,0,70,5,98,1,4098,B
2827,308,5,4,4,5,YES,100,85,1,84,4,3435,D
2828,351,9,6,6,7,YES,103,85,5,79,4,4940,B
2829,360,5,3,2,4,YES,88,98,3,48,2,3454,D
2830,295,9,7,6,8,YES,78,100,6,40,6,4069,B
2831,334,9,7,6,7,YES,95,96,5,77,3,4781,A
2832,345,5,4,3,5,YES,96,96,2,65,6,2754,D
2833,349,5,4,4,6,YES,114,72,2,96,3,2752,C
2834,352,6,3,3,5,NO,0,104,3,91,2,4080,D
2835,354,6,4,4,5,NO,0,95,3,49,5,3681,D
2836,356,8,7,6,7,YES,115,111,4,45,2,3905,B
2837,339,5,4,3,4,NO,0,87,2,48,3,3335,D
2838,306,7,4,4,6,YES,106,93,3,70,1,3191,D
2839,319,6,3,2,3,YES,118,83,3,89,1,3420,D
2840,307,8,6,6,8,NO,0,95,4,61,2,4334,C
2841,306,7,5,5,6,NO,0,115,3,73,1,4056,D
2842,316,6,4,3,5,YES,85,103,4,59,5,3235,D
2843,321,7,5,4,5,NO,0,87,3,73,1,3871,D
2844,323,9,7,6,7,NO,0,70,7,96,5,4780,A
2845,317,7,6,6,8,YES,79,78,4,85,3,3565,C
2846,296,9,6,5,7,YES,74,91,6,55,6,3869,B
2847,292,7,5,4,6,NO,0,75,3,59,5,3944,D
2848,308,9,6,5,6,NO,0,91,6,99,5,4502,B
2849,349,8,5,4,5,YES,101,110,6,64,2,4193,B
2850,349,7,6,5,7,YES,120,102,4,74,1,4052,C
2851,292,7,5,5,6,NO,0,99,3,56,6,3165,D
2852,297,9,8,7,9,YES,78,91,5,81,4,3979,A
2853,320,9,8,8,10,YES,92,119,7,83,3,4879,A
2854,325,7,6,5,6,YES,98,73,5,70,2,3647,C
2855,317,9,8,7,8,NO,0,99,5,63,6,4043,A
2856,348,9,8,8,10,YES,91,111,5,47,4,5057,A
2857,355,7,5,4,6,YES,109,120,3,85,2,3816,C
2858,299,7,5,5,6,NO,0,71,4,91,3,3451,D
2859,302,8,7,6,8,YES,116,91,6,65,2,3994,B
2860,357,6,3,3,4,YES,82,71,3,99,4,3959,C
2861,354,5,2,2,3,YES,70,118,3,79,1,3404,D
2862,355,5,3,3,4,NO,0,77,3,77,6,3313,D
2863,330,5,3,2,4,YES,119,76,2,64,1,2691,D
2864,296,7,4,4,5,YES,86,99,3,64,6,3335,D
2865,312,9,7,7,8,YES,77,86,5,40,4,3971,B
2866,335,9,8,8,9,NO,0,109,7,70,2,4973,A
2867,297,5,2,2,4,YES,90,86,3,62,5,3252,D
2868,320,6,3,3,5,YES,75,99,4,68,5,3351,D
2869,334,6,5,5,7,YES,109,80,3,95,2,3703,C
2870,341,5,3,2,4,YES,84,117,1,53,3,2850,D
2871,321,7,4,4,5,YES,91,95,5,69,3,4009,C
2872,300,8,7,7,9,YES,95,102,4,78,2,4300,B
2873,350,5,4,3,4,NO,0,105,1,94,1,3151,D
2874,307,6,3,3,4,NO,0,81,4,80,5,3514,D
2875,307,6,3,2,4,NO,0,101,2,43,4,3602,E
2876,334,5,4,4,6,NO,0,99,1,99,3,3511,D
2877,334,9,6,6,8,YES,101,111,5,67,3,4188,B
2878,332,8,6,6,7,NO,0,98,5,72,6,4367,C
2879,355,7,4,4,6,YES,70,118,5,73,1,4342,C
2880,340,8,5,5,6,NO,0,75,6,53,5,4557,C
2881,358,8,7,6,7,NO,0,74,5,83,1,4107,B
2882,309,7,5,4,5,NO,0,108,5,61,6,3478,D
2883,335,9,7,7,9,NO,0,109,5,50,5,4586,B
2884,290,5,2,2,4,NO,0,113,1,95,1,3274,D
2885,327,7,5,5,6,YES,102,91,5,81,5,3918,C
2886,327,8,7,6,7,NO,0,82,5,75,3,3997,B
2887,301,5,3,2,3,NO,0,91,3,82,4,3102,D
2888,328,9,8,8,9,NO,0,116,5,66,1,4066,A
2889,306,6,3,2,4,YES,96,84,4,55,6,3536,D
2890,296,5,2,2,4,NO,0,70,3,57,1,2614,E
2891,317,9,8,7,8,NO,0,119,7,63,6,4278,A
2892,345,8,5,5,6,NO,0,71,6,98,5,4065,C
2893,345,9,7,7,8,YES,110,115,6,62,3,4676,A
2894,349,8,5,4,5,NO,0,87,6,71,3,3910,C
2895,338,6,3,3,4,NO,0,117,2,55,5,4005,D
2896,306,9,6,6,7,YES,107,97,7,76,5,4173,A
2897,341,9,6,5,6,YES,87,92,6,56,6,4822,B
2898,305,6,5,5,7,YES,76,106,3,63,1,3327,D
2899,338,8,7,7,8,YES,87,87,4,55,1,4239,B
2900,311,5,3,3,4,NO,0,119,2,67,5,3454,D
2901,325,6,5,5,6,NO,0,77,3,69,2,3671,D
2902,348,7,5,5,7,NO,0,110,3,93,4,3924,C
2903,318,6,5,4,6,YES,89,88,3,59,1,3534,D
2904,353,9,8,7,9,YES,77,80,6,43,6,4180,A
2905,359,9,7,6,8,YES,100,117,6,43,6,4872,A
2906,310,6,3,3,5,NO,0,117,3,94,4,2995,D
2907,357,9,8,8,9,NO,0,103,5,81,3,5051,A
2908,351,6,5,5,7,NO,0,86,2,77,1,3793,D
2909,311,6,4,3,4,YES,107,120,4,40,4,3323,D
2910,321,5,4,4,6,NO,0,120,3,70,2,3156,D
2911,304,7,4,3,4,NO,0,84,5,81,3,3377,D
2912,349,6,5,4,5,YES,88,88,3,87,3,4056,C
2913,359,5,2,1,3,YES,95,82,2,83,5,3258,D
2914,291,7,5,4,5,YES,86,83,5,41,5,3208,D
2915,321,7,6,5,7,NO,0,119,4,86,2,4023,C
2916,340,5,2,2,3,NO,0,101,1,78,1,3246,D
2917,297,8,5,4,5,NO,0,82,4,45,2,3458,D
2918,329,9,6,5,6,NO,0,71,5,73,5,4612,B
2919,335,6,3,3,5,YES,99,105,4,87,1,3055,D
2920,345,9,6,5,7,YES,82,119,7,55,4,4425,A
2921,308,8,6,6,8,YES,97,86,6,73,2,3603,B
2922,359,8,6,5,6,NO,0,99,4,51,6,4041,C
2923,342,6,3,2,3,NO,0,80,3,50,1,3340,D
2924,322,6,3,2,4,NO,0,95,2,99,4,3647,D
2925,341,6,5,4,5,YES,99,102,2,89,6,3225,C
2926,352,6,4,4,6,YES,105,99,4,58,1,3997,C
2927,324,7,5,4,5,NO,0,105,4,41,5,3413,D
2928,326,5,3,3,5,NO,0,98,2,53,6,3404,D
2929,328,9,8,8,10,NO,0,92,7,60,1,4868,A
2930,315,6,3,3,4,NO,0,106,4,95,6,3283,D
2931,337,7,6,6,7,NO,0,117,4,91,4,3579,C
2932,328,5,2,1,2,NO,0,90,1,45,3,3012,E
2933,318,8,7,6,8,NO,0,85,6,41,2,4290,C
2934,291,5,4,4,5,NO,0,81,1,57,2,2959,E
2935,353,9,6,5,6,NO,0,115,5,47,2,5163,B
2936,323,6,3,2,3,NO,0,91,3,94,4,3228,D
2937,342,6,5,5,7,NO,0,103,4,44,6,3772,D
2938,335,9,7,7,9,NO,0,87,7,74,3,4051,A
2939,292,5,3,3,4,NO,0,115,2,93,1,3285,D
2940,293,5,2,1,2,YES,112,90,1,66,4,3299,D
2941,332,5,2,2,4,YES,82,88,2,52,6,3151,D
2942,325,9,7,7,8,YES,102,82,6,69,1,4547,A
2943,304,6,5,4,6,YES,98,78,2,77,4,3395,D
2944,309,9,7,6,7,NO,0,111,6,69,5,4694,B
2945,319,8,5,5,6,YES,84,78,6,92,2,4513,C
2946,355,8,7,7,9,NO,0,115,6,41,1,4056,B
2947,331,9,7,6,7,NO,0,110,6,65,5,4710,B
2948,340,7,5,4,5,NO,0,102,5,81,2,4035,C
2949,313,6,3,3,4,NO,0,99,3,95,6,3597,D
2950,341,7,5,4,6,NO,0,81,3,65,4,3481,D
2951,360,7,4,3,5,NO,0,82,4,73,2,4130,D
2952,349,5,4,3,4,NO,0,92,3,48,3,2822,D
2953,296,5,4,3,4,YES,111,109,3,51,1,3380,D
2954,301,9,8,7,8,YES,104,91,5,50,5,4524,A
2955,323,6,5,5,6,NO,0,95,2,91,4,3830,D
2956,345,7,4,3,5,YES,94,109,4,83,2,4197,C
2957,316,8,7,7,8,NO,0,83,6,62,6,4495,B
2958,355,6,3,3,5,YES,82,119,4,54,3,3290,D
2959,345,8,7,7,8,YES,83,73,4,72,4,4375,B
2960,299,8,6,5,7,YES,119,85,4,85,6,3687,C
2961,325,7,5,4,6,NO,0,103,3,95,1,3778,C
2962,325,6,5,4,5,YES,105,101,2,42,3,3119,D
2963,307,5,3,2,4,NO,0,104,2,42,4,2800,E
2964,329,9,7,6,7,YES,93,95,6,97,5,4266,A
2965,349,7,4,3,5,YES,114,84,4,54,1,4361,C
2966,358,6,4,4,5,NO,0,99,2,79,1,3326,D
2967,353,7,6,5,7,NO,0,120,4,100,5,3618,C
2968,355,5,2,2,3,NO,0,74,2,54,2,3374,D
2969,344,5,4,3,4,YES,105,75,1,95,5,3694,D
2970,318,7,6,5,7,YES,92,79,4,64,2,3282,C
2971,338,9,8,8,10,YES,78,119,6,86,1,4836,A
2972,351,7,5,4,6,YES,74,117,4,60,4,3461,C
2973,352,7,4,4,5,YES,119,105,4,56,2,4318,C
2974,356,7,6,5,6,YES,82,85,3,54,2,3718,C
2975,316,6,4,4,5,YES,118,111,4,57,2,3858,D
2976,296,7,5,5,7,NO,0,98,5,64,6,3919,D
2977,320,8,6,6,7,NO,0,88,5,63,3,4442,C
2978,344,7,6,5,6,YES,119,104,5,47,4,4153,C
2979,339,9,7,7,8,NO,0,100,6,69,3,4740,A
2980,298,7,6,6,8,YES,97,116,3,63,4,3934,C
2981,302,6,4,4,5,YES,85,103,3,46,2,3752,D
2982,356,8,6,6,7,NO,0,110,6,66,5,4845,B
2983,340,5,2,1,3,NO,0,95,2,89,4,2791,D
2984,317,8,5,4,6,NO,0,113,6,73,4,4111,C
2985,355,7,6,5,7,NO,0,101,4,44,4,3786,C
2986,360,5,3,3,5,NO,0,90,2,95,4,3409,D
2987,302,9,8,7,9,NO,0,77,6,45,2,4038,B
2988,303,9,8,7,9,YES,97,85,6,54,1,3728,A
2989,290,5,3,2,3,YES,90,79,1,89,2,2961,D
2990,293,6,4,4,5,NO,0,120,4,86,6,3299,D
2991,298,6,4,3,4,YES,83,109,4,58,5,2849,D
2992,325,7,4,3,4,YES,100,76,3,81,1,3495,D
2993,294,6,3,3,5,NO,0,102,3,85,4,3466,D
2994,359,5,2,1,2,NO,0,118,1,50,4,3220,D
2995,338,6,5,5,7,NO,0,94,2,72,5,3470,D
2996,341,9,6,5,7,YES,95,115,5,90,2,4246,B
2997,292,9,8,7,8,YES,116,87,7,97,4,3753,A
2998,328,7,4,3,5,NO,0,78,5,95,6,3607,D
2999,293,9,7,7,8,NO,0,78,7,51,3,4198,B
3000,343,7,6,6,8,NO,0,108,5,95,3,4105,C
